,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как обозвал пулю полководец Александр Суворов?,Дура,Мымра,Бестолочь,Идиотка
1,Какое из этих названий шахматных фигур - неофициальное?,Тура,Ферзь,Король,Слон
2,Какому боевому искусству учился Панда в мультфильме?,Кунг-фу,Ушу,Карате,Сумо
3,Что было найдено во время одной из экспедиций Наполеона Бонапарта?,Розеттский камень,Ника Самофракийская,Развалины Помпея,Венера Милосская
4,Где родился первый президент РФ?,В Уральской области,В Ленинградской области,В Новгородской области,В Московской области
5,К какому подотряду относится пятнистая гиена?,Кошкообразные,Псообразные,Енотообразные,Скунсообразные
6,"По какой причине Великий князь Московский Василий II получил прозвище ""Темный""?",Был ослеплен,Имел мрачный нрав,Был черноволосым,Носил темное рубище
7,Кому из жён декабристов Пушкин вручил своё послание в Сибирь?,Александре Муравьёвой,Екатерине Трубецкой,Марии Волконской,Александре Давыдовой
8,На каком атолле располагается столица государства Тувалу?,Фунафути,Нанумеа,Нукуфетау,Нуи
9,Кто придумал снукер (англ. snooker) — разновидность бильярдной лузной игры?,Невилл Чемберлен,Уинстон Черчилль,Редьярд Киплинг,Артур Конан Дойл
