,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что петербуржцы называют поребриком?,бордюр тротуара,ступеньку лестницы,опору моста,угол стены
1,Как в греческой мифологии называлось племя женщин-воительниц?,Амазонки,Евфратки,Миссисипки,Волжанки
2,Какие звёзды занимают 2-4 места среди самых ярких звёзд неба?,"Канопус, Арктур, Вега","Процион, Бетельгейзе, Ахернар","Хадар, Альтаир, Альдебаран","Толиман, Капелла, Ригель"
3,"Как называлась одна из моделей ""Запорожца""?",Ялта,Полтава,Прага,Москва
4,"Какая страна ""делит"" остров Гаити с Гаити?",Доминиканская Республика,Антигуа и Барбуда,Мартиника,Доминика
5,"Какое слово пропущено в строке стихотворения А. Ахматовой: «Одной надеждой меньше стало, одною ... больше будет»?",Песней,Скорбью,Думой,Верой
6,Кто сменил Ленина на посту председателя Совета Народных Комиссаров СССР?,А. Рыков,Л. Каменев,В. Молотов,Н. Бухарин
7,Какое созвездие самое большое по площади?,Гидра,Дева,Дракон,Водолей
8,"Какой из этих шахматистов, по легенде, выиграл партию с дьяволом?",Паоло Бои,Алессандро Сальвио,Альфонсо Серон,Руй Лопес де Сегура
9,В какой стране существует Орден Академических пальм?,Франция,Италия,Испания,Египет
