,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"На чем, как говорят, приходит пьяный человек?",На бровях,На руках,На носу,На губах
1,К какому отряду относят зайцев?,К зайцеобразным,К грызунам,К жвачным,К парнокопытным
2,Кто в США является генеральным прокурором?,Министр юстиции,Директор ЦРУ,Директор ФБР,Министр обороны
3,Какой город Остап Бендер назвал хрустальной мечтой своего детства?,Рио-де-Жанейро,Париж,Стамбул,Нью-Йорк
4,Какое растение индейцы называли «след белого человека»?,Подорожник,Мать-и-мачеху,Крапиву,Лопух
5,Кто в годы второй Мировой войны на собственном катере выслеживал немецкие подводные лодки?,Хемингуэй,Фолкнер,Драйзер,Фицджеральд
6,Кто из этих Римских пап открыл Тридентский собор?,Павел III,Евгений III,Мартин III,Николай III
7,Сколько граней у ромбододекаэдра?,12,30,62,24
8,"Кто был богом мудрости, счёта и письма в Древнем Египте?",Тот,Хнум,Баст,Себек
9,"Изображение каких предметов включает в себя фамильный герб рода Державиных, к которому относился Гавриил Романович Державин?",Серп и полумесяц,Лира и сабля,Крест и стрела,Лук и перо
