,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какие птицы спят в воздухе?,Стрижи,Альбатросы,Ласточки,Чайки
1,Как называется жёсткий магнитный диск персонального компьютера?,Винчестер,Джойстик,Дисковод,Модем
2,"Какие фрукты, по легенде, помогли одесситам получить от Павла I деньги на строительство порта?",Апельсины,Бананы,Абрикосы,Персики
3,Что в России до революции делали филёры?,осуществляли слежку,хирургические операции,колёса для телег,продавали мороженое
4,В какой части организма позвоночных находится тапетум?,Глаз,Надпочечник,Щитовидная железа,Мозг
5,В какой из этих стран в середине XX века была реставрирована монархия?,Испания,Нидерланды,Дания,Швеция
6,Каким геологическим периодом датируют появление первых моллюсков?,Кембрий,Силур,Девон,Ордовик
7,Какой французский шансонье после поездки в Советский Союз написал песню «Натали»?,Жильбер Беко,Ив Монтан,Жак Брель,Шарль Азнавур
8,"Как называется курс парусного судна, совпадающий с направлением ветра?",Фордевинд,Бакштаг,Галфинд,Бейдевинд
9,"Какого животного нет в заставке серии мультфильмов ""Веселая карусель?""",Собака,Обезьяна,Белка,Мышь
