,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называют мужчину, живущего на содержании у женщины?",Альфонс,Адюльтер,Альтруист,Адъютант
1,Каких рыб не существует?,Морские овцы,Морские собачки,Морские петухи,Морские лисицы
2,Как зовут жену 44-го президента США Барака Обамы?,Мишель,Нэнси,Меланья,Хиллари
3,Что такое непотизм?,Кумовство,Заступничество,Дружелюбие,Соперничество
4,В каком штате находится Гарвардский университет?,Массачусетс,Калифорния,Орегон,Пенсильвания
5,Кто в Российском государстве был единственным носителем титула герцога Ижорского?,А.Д.Меншиков,Б.П.Шереметев,Ф.М.Апраксин,Пётр I
6,Кому принадлежит фраза: «Действия не всегда приносят счастье; но не бывает счастья без действия»?,Б. Дизраэли,О. Уайльд,Ф. Бэкон,А. Кларк
7,"Назовите псевдоним Стивена Кинга, под которым он написал 6 неплохих романов.",Ричард Бахман,Джон Фешоу,Билл Пибоди,Рекс Стаут
8,Представители какой из этих археологических культур железного века не были балтоязычными?,Городецкая культура,Днепро-двинская культура,Мощинская культура,Культура штрихованной керамики
9,Представители какого семейства цветковых растений могут быть использованы для получения ментола?,Яснотковые,Вербеновые,Норичниковые,Акантовые
