,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какого из этих детективов придумала Агата Кристи?,Эркюля Пуаро,Ниро Вульфа,Шерлока Холмса,Жюля Мегрэ
1,"Что чаще всего происходит со студентом, отчисленным из института за неуспеваемость?",Идёт в армию,Возвращается в школу,Приглашают в аспирантуру,Попадает на кафедру
2,Три слова из приведенных ниже - синонимы. Назовите лишнее.,Клошар,Денди,Щеголь,Франт
3,"Что по театральному суеверию должен сделать актер, если уронил текст с ролью?",Сесть на текст,Съесть текст,Сжечь текст,Плюнуть на текст
4,Какая нимфа погибла от неразделенной любви к Нарциссу?,Эхо,Дафна,Диона,Галатея
5,"Какой салат придумал шеф-повар ресторана ""Эрмитаж""?","""Оливье""","""Мимоза""","""Цезарь""","""Греческий"""
6,"Какие зубы из зависти к золотым зубам старика Хоттабыча наколдовал себе его брат, Омар Юсуф ибн Хоттаб?",Бриллиантовые,Рубиновые,Изумрудные,Платиновые
7,"Что из перечисленного нельзя назвать словом ""жирандоль""?",Украшение оконных и дверных проемов,Подсвечник для нескольких свечей,Женский головной убор из драгоценных камней,Фонтан в несколько струй
8,"Какой народ, согласно балладе Роберта Л. Стивенсона, являлся единственным обладателем тайны изготовления хмельного напитка из вереска?",Пикты,Бритты,Фризы,Саксы
9,"Где проходила созванная Николаем II ""Международная конференция мира"" в 1899 году?",Гаага,Петербург,Женева,Ялта
