,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая единственная российско-советская футбольная команда ни разу не покидала высшую лигу чемпионата страны?,Динамо Москва,Спартак Москва,ЦСКА Москва,Алания Владикавказ
1,Как называется китайская валюта?,Юань,Донг,Иена,Вона
2,На чем древние египтяне передвигались по Нилу?,На ладьях,На пирогах,На каноэ,На джонках
3,Какая река самая большая в Бразилии?,Амазонка,Игуасу,Парана,Парагвай
4,Какую Пуническую войну историки именуют также «Ганнибаловой войной»?,Вторую,Третью,Первую,Такого названия не существует
5,Сколько миллионов человек по приблизительным оценкам составляет число погибших со стороны СССР во Второй Мировой войне? ,27,20,17,23
6,"Какое женское имя переводится на русский язык как ""чужестранка""?",Ксения,Анастасия,Елизавета,Екатерина
7,Кто из перечисленных композиторов является автором знаменитого футбольного марша?,М. Блантер,И. Дунаевский,В. Соловьёв-Седой,Д. Покрасс
8,Кто был последним представителем мужской линии Плантагенетов на английском престоле?,Ричард III,Яков I,Эдвард II,Генрих VII
9,Кто из этих личностей был баском?,Игнатий Лойола,Франсиско Писарро,Антонио Гауди,Пабло Пикассо
