,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто является символом США?,Дядя Сэм,Арнольд Шварценеггер,Санта-Клаус,Бэтман
1,"Какой актер снимался в главной роли в фильме ""Конвоиры""?",Том Беренджер,Том Селлек,Том Xэнкс,Том Круз
2,Сколько фунтов было в одном пуде в системе русских мер?,40,36,50,32
3,Чему равен один градус шкалы Кельвина?,1 градусу по Цельсию,1 градусу по Фаренгейту,1 градусу по Больцману,1 градусу по Реомюру
4,Кем по специальности был Петр Ильич Чайковский?,Юристом,Врачом,Художником,Химиком
5,Споры каких грибов разносятся мухами?,Веселка обыкновенная,Дождевик,Навозник белый,Гриб-зонтик пестрый
6,Какая из жён Генриха VIII пережила трёх мужей?,Кэтрин Парр,Джейн Сеймур,Кэтрин Говард,Анна Клевская
7,Под каким псевдонимом нам известна Мария Магдалена фон Лош?,Марлен Дитрих,Грета Гарбо,Джинджер Роджерс,Дина Дурбин
8,"Где, по мнению древних китайцев, обитала мифическая птица Рух?",Мадагаскар,Шамбала,Гавайские острова,Абиссиния
9,"Какой высший демон, согласно популярным гримуарам XVI-XVII веков, является Великим Герцогом Ада и Рыцарем Ордена Мухи?",Астарот,Вельзевул,Велиал,Асмодей
