,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое из этих слов не обозначает название профессии?,Болтолог,Кинолог,Эколог,Уфолог
1,Какая авиакомпания использует трилистник в качестве своей эмблемы?,Aer Lingus,Finnair,Air Berlin,British Airways
2,"Что Остап Бендер советовал не делать на ночь подпольному миллионеру Корейко в романе ""Золотой теленок""?",Есть помидоры,Пить портвейн,Гулять,Читать газеты
3,Сколько строк в японском стихотворении танка?,5,4,3,7
4,Кто подсказал Л. Н. Толстому сюжет романа «Воскресение»?,А. Ф. Кони,В. Г. Короленко,И. А. Гончаров,В. Г. Чертков
5,Какой из этих клубов получил кубок европейских чемпионов УЕФА на вечное хранение?,Аякс (Амстердам),Ювентус (Турин),Арсенал ,Манчестер Юнайтед
6,"Из какого произведения взяты строки «Бойцы поминают минувшие дни и битвы, где вместе рубились они»?",«Песнь о вещем Олеге»,«Василий Тёркин»,«Слово о полку Игореве»,«Бородино»
7,В каком городе находится штаб-квартира Microsoft?,Рэдмонд,Новый Орлеан,Нью-Йорк,Сиэтл
8,Какой римский император проводил Готскую войну (367–369 годов)?,Валент II,Адриан,Август,Септимий Север
9,"При дефиците какого витамина возникает болезнь ""бери-бери""?",Тиамина,Пиридоксина,Рибофлавина,Кобаламина
