,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,На чем художник крепит холст?,Мольберт,Кульман,Подиум,Палитра
1,На каком физическом явлении основана работа трансформатора?,Индукция,Расщепление атомного ядра,Редукция,Дедукция
2,Какой из перечисленных витаминов содержится в рыбьем жире?,A,F,C,B
3,Какой продукт для кошек и собак ядовит и может привести к гибели животного?,Шоколад,Оливковое масло,Креветки,Вареная свекла
4,В какой стране есть цирк Солнца?,Канада,Япония,Россия,Франция
5,В каком веке Иоганн Гутенберг изобрел процесс книгопечатания?,XV,XVII,XVI,XIV
6,На флаге какой области РФ есть изображение Андреевского креста?,Архангельская,Астраханская,Орловская,Оренбургская
7,На гербе какого города изображён лев?,Владимир,Ярославль,Нижний Новгород,Екатеринбург
8,Кто посоветовал Вучетичу заменить на памятнике «Воину-освободителю» автомат на меч? ,Сталин,Вера Мухина,Сам автор решил,Жуков
9,Что такое флюенс?,Интеграл по времени от плотности потока частиц,Кратковременная люминесценция,"Электрический ток, который возникает при воздействии света",Скопление  мелких частиц
