,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"От чего страдал Малыш, когда к нему впервые заглянул Карлсон?",от одиночества,от безответной любви,от жажды,от зубной боли
1,Какое подразделение было «поющим» в фильме «В бой идут одни „старики“»?,Эскадрилья,Взвод,Батальон,Рота
2,Как звали первого министра короля Пица VI Арканарского из повести братьев Стругацких «Трудно быть богом»?,Дон Рэба,Дон Румата Эсторский,Отец Кабани,Доктор Будах
3,У какого парижского музея находится Двор Наполеона?,Лувр,Оранжери,Орсе,Карнавале
4,Сколько штатов входят в состав США?,50,51,44,62
5,"Как называется историческое венецианское кафе, в котором бывали Казанова, Гёте, Байрон, Хемингуэй и другие знаменитости?",Caffe Florian,Torrefazione Cannaregio,Caffe Del Doge,Pasticceria Da Bonifacio
6,"Кто ""чего-то говорил"" героине песни Владимира Высоцкого, когда она была в Париже?",Мим Марсель Марсо,Композитор Мишель Эмер,Шансонье Шарль Азнавур,Художник Жан Эффель
7,В каких фильмах герои Игоря Ясуловича и Александра Лазарева носят одно и то же имя — Электрон?,"""Гостья из будущего"" и ""Ещё раз про любовь""","""Обратной дороги нет"" и ""Через тернии к звёздам""","""Время, вперёд!"" и ""Риск — благородное дело""","""Девять дней одного года"" и ""Цветы запоздалые"""
8,"Какое из перечисленных произведений братьев Стругацких не относится к так называемому ""жилинскому циклу""?",«Страна багровых туч»,«Стажёры»,«Путь на Амальтею»,«Хищные вещи века»
9,"Кто, согласно персидской эпической поэме «Шахнаме», был основателем Бухары?",Сиявуш,Кавус,Хосров,Афрасиаб
