,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что лежит перед дирижёром во время выступления оркестра?,партитура,рецептура,монтировка,арматура
1,"Кому или чему посвящены пушкинская строка: ""Люблю тебя, Петра творенье""?",Санкт-Петербургу,Российскому флоту,Императрице Елизавете,Анне Керн
2,Как в СССР назывался предшественник УБЭП?,ОБХСС,ГАИ,ДОСААФ,ОВИР
3,Кто открыл Австралию?,Янсзон,Магеллан,Лазарев,Беллингсгаузен
4,В каком виде спорта был неоднократным чемпионом СССР знаменитый комментатор Николай Озеров?,Теннис,Футбол,Хоккей,Баскетбол
5,Когда впервые был представлен первый серийный российский автомобиль?,В 1896 году,В 1901 году,В 1891 году,В 1914 году
6,Какой из этих химических элементов находится в 6 периоде таблицы Д. И. Менделеева?,Барий,Цирконий,Ксенон,Радий
7,Что исчезает у древолазов при содержании их в лабораторных или домашних условиях?,Повышенная токсичность ,Способность лазать по деревьям,Всё выше перечисленное.,Способность к размножению
8,"Какой геометрической фигурой изобразил главный герой фильма ""Подручный Хадсакера"" Норвилл Барнс свое первое изобретение, принесшее ему состояние?",Кругом,Квадратом,Ромбом,Треугольником
9,На какой реке стоит город Южно-Сахалинск?,Сусуя,Тымь,Найба,Лютога
