,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой город является столицей Удмуртской республики?,Ижевск,Уфа,Йошкар-Ола,Сарапул
1,"Кто насекомое, а не ящерица?",уховёртка,геккон,игуана,варан
2,Сколько раз Евгений Плющенко участвовал в Олимпийских играх по фигурному катанию?,4,1,3,2
3,В каком сражении погиб герой Отечественной войны 1812 года Петр Иванович Багратион?,Бородинском,Смоленском,Вязьминском,Тарутинском
4,Какой самый населенный штат США?,Калифорния,Иллинойс,Техас,Нью-Йорк
5,Где в человеческом организме находится паутинная оболочка?, Мозг,Легкие,Почки,Кожа
6,"Какую деталь на схемах обычно обозначают буквой ""С""?",Конденсатор,Резистор,Транзистор,Катушка индуктивности
7,К какому семейству рептилий относится обыкновенная медянка?,Ужеобразные,Шпильковые змеи,Слепозмейки,Веретеницевые
8,Как переводится с итальянского языка название знаменитой галереи Уффици?,Галерея канцелярий,Галерея скульптур,Галерея картин,Галерея семейства Уффици
9,Согласно какой статье УК РФ за пиратство можно получить от 5 до 15 лет?,227,105,282,146
