,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называют единственный гол, забитый проигрывающей с разгромным счётом командой?",гол престижа,гол надежды,гол возмездия,гол удачи
1,Кому принадлежит фраза: «Империализм — высшая стадия капитализма»?,В. И. Ленину,В. В. Жириновскому,И. В. Сталину,Хаммурапи
2,Как называется сорт яблони с мелкими плодами?,Китайка,Филиппинка,Корейка,Индианка
3,"Как называется фильм Андрея Звягинцева, вышедший в 2017 году?",«Нелюбовь»,«Невера»,«Немудрость»,«Ненадежда»
4,Как называется гибрид ослицы с жеребцом?,Лошак,Онагр,Мул,Кулан
5,"Какой поэт был уверен, что ""И в каком столетии не живи, Никуда не денешься от любви!""",М. Танич,И. Шаферан,М. Рябинин,А. Горохов
6,Какого цвета центральный круг мишени в кёрлинге?,Белый,Красный,Желтый,Синий
7,В каком городе в 1888 году был открыт первый в России ломбард?,Вологда,Таганрог,Одесса,Нижний Новгород
8,Какая княжеская и королевская династия первой правила в Чехии?,Пржемысловичи,Люксембурги,Ягеллоны,Подебрады
9,"Чем не получится заменить «спортивный снаряд» в игре в «Пустяки» из рассказов о Винни-Пухе А. Милна, исходя из её сути?",Жемчужной бусинкой,Сосновой шишкой,Гусиным пером,Мячом для регби
