,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая основная тактическая единица принята в военной авиации России?,Эскадрилья,Эскадрон,Эскалатор,Эскадра
1,Кто придумал сыщика-любителя Виолу Тараканову?,Донцова,Маринина,Устинова,Дашкова
2,В какой по счёту экспедиции Колумб достиг берегов Центральной Америки?,В четвёртой,В первой,Во второй,В третьей
3,"Что в царской России, кроме обычного инвентаря, входило в экипировку дворника?",Свисток,Сабля,Жезл,Револьвер
4,Какая школа в 18 веке размещалась в Москве в Сухаревой башне?,навигацкая,музыкальная,балетная,пожарная
5,Между какими реками располагался один из древнейших очагов цивилизации — Месопотамия?,Тигр и Евфрат,Инд и Ганг,Хуанхэ и Янцзы,Дунай и Днестр
6,"Какой город находится у слияния рек Мозеля и Рейна, именуемое Немецким углом?",Кобленц,Хоффенхайм,Бонн,Рюдесхайм
7,"Кто написал в память о Булгакове строки: «И нет тебя, и всё кругом молчит о скорбной и высокой жизни»? ",А. Ахматова,М. Цветаева,Б. Зайцев,И. Бунин
8,Какая карточная масть традиционной (французской) колоды соответствует «жёлудю» в немецкой колоде?,Трефы,Пики,Червы,Бубны
9,Кто впервые получил искусственный жемчуг из морских моллюсков?,Микимото Кокити,Сакамото Рюити,Эномото Тэцуя,Танигава Нагару
