,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется расположение актеров на сцене в тот или иной момент спектакля?,Мизансцена,Бизаньсцена,Авансцена,Дизайнсцена
1,Какое казачье воинское звание самое младшее?,Урядник,Сотник,Хорунжий,Есаул
2,Как называется лечение пиявками?,Гирудотерапия,Ампилотерапия,Физиотерапия,Криотерапия
3,"Кому Байрон посвятил строки: «О нем острили в штабе иногда, а он в ответ брал с ходу города»?",А. В. Суворову,Г. А. Потемкину,П. И. Багратиону,М. И. Кутузову
4,"Сколько рогов имел вышедший из моря семиголовый зверь, описанный в ""Апокалипсисе""?",10,9,14,7
5,"Сколько штатов в США имеют в своем названии слово ""New""?",4,2,5,3
6,Какой космический аппарат европейские страны запустили к комете Галлея в 1985 году?,"""Джотто""","""Вега""","""Викинг""","""Кассини"""
7,Сколько атомов водорода содержится в молекуле пропана?,8,12,10,6
8,"Какие объекты рассматриваются в теореме, получившей название ""Задача со счастливым концом""?",Точки на плоскости,Случайные величины,Зёрна на шахматной доске,Узлы графа
9,"Какого эскадрона не было в аргентинском корпусе «Гусары Пуэйрредона», сформированном в 1806 году для отпора британскому вторжению?",«Гусары Свободы»,«Адские гусары Виваса»,«Гусары Короля»,«Адские гусары Нуньеса»
