,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой музыкальный инструмент существует на самом деле?,«Тростниковая флейта»,«Камышовый баян»,«Папирусный барабан»,«Осоковый контрабас»
1,Сколько минут в сутках?,1440,1420,3600,1240
2,О какой палате мы узнали благодаря Антону Павловичу Чехову?,о палате № 6,о Грановитой палате,об Оружейной палате,об ума палате
3,Какой вид лыжного спорта НЕ является дисциплиной фристайла? ,слалом ,могул ,лыжная акробатика ,лыжный балет
4,"Как называют музыканта, играющего на сопилке?",сопилкарь,сопильник,соплист,сопилюшник
5,Какая страна ежегодно дарит Великобритании к Рождеству роскошную ёлку?,Норвегия,Дания,Финляндия,Швеция
6,В какой части тела человека находится самая длинная мышца — портняжная?,В ноге,В руке,В спине,В шее
7,Какого российского исторического деятеля иногда презрительно называли «подьячим»?,Сперанского,Столыпина,Витте,Распутина
8,Какой из этих городов расположен южнее трех остальных?,Владикавказ,Нальчик,Сочи,Грозный
9,Как называется национальное блюдо Канады – картофель-фри с кусочками сыра и особым соусом?,Путин,Цзиньтао,Ширак,Меркель
