,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кем была француженка Сара Бернар?,Актриса,Писатель,Певица,Модельер
1,Кто из украинских президентов до своего избрания получил широкую известность как комедийный актёр?,Владимир Зеленский,Виктор Ющенко,Леонид Кучма,Виктор Янукович
2,Как называется восточная стихотворная форма?,газель,косуля,лань,антилопа
3,Из какого материала первоначально добывалась краска индиго?,Из растений,Из моллюсков,Из минералов,Из насекомых
4,"Какая известная актриса только в 12 лет узнала, кто ее настоящий отец?",Лив Тайлер,Кейт Бланшетт,Деми Мур,Моника Беллучи
5,На территории какой страны расположены Южные Карпаты?,Румыния,Венгрия,Югославия,Украина
6,Какой цвет отсутствует на цыганском флаге?,Чёрный,Зелёный,Синий,Красный
7,Кто был первым директором Императорского Царскосельского лицея?,В. Ф. Малиновский,А. П. Куницын,М. М. Сперанский,Е. А. Энгельгардт
8,Кто из семейства Амати был учителем Гварнери и Страдивари?,Николо,Антонио,Джироламо,Андреа
9,"Какие два мира существовали изначально, согласно скандинавской мифологии?",Муспельхейм и Нифлхейм,Альвхейм и Хельхейм,Мидгард и Ётунхейм,Асгард и Ванахейм
