,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что, как признавался Шурик в фильме ""Кавказская пленница"", он очень любил собирать?",Фольклор,Сплетни,Утопии,Анекдоты
1,"Какое название носит один из старейших национальных парков России, расположенный в Москве и Подмосковье?",Лосиный Остров,Кабаний Материк,Соколиная Гора,Крокодилья Река
2,"Как назывался класс артиллерийских бронированных кораблей, появившийся во время Гражданской войны в США?",монитор,принтер,процессор,сканер
3,Какой географический объект называется Титикака?,Озеро,Водопад,Гора,Река
4,Борьба Древнего Рима с каким городом получила название Пунических войн?,Карфаген,Мессика,Капуя,Сиракузы
5,Сколько зачетных очков начисляется за второе место в гонке Формулы-1?,18,12,25,16
6,Как назывались водяные часы в античные времена?,Клепсидра,Таблиний,Гидрохрон,Аквила
7,Фильмы какого советского кинорежиссера дважды (в 1972 и 1978 годах ) номинировались на премию Оскар?,Станислав Ростоцкий,Никита Михалков,Владимир Меньшов,Андрей Тарковский
8,В каком году произошел третий раздел Речи Посполитой?,1795,1807,1638,1712
9,"Как назывался детский журнал, в котором в 1914 году впервые были опубликованы стихотворения Сергея Есенина?",«Мирок»,«Подснежник»,«Детский цветник»,«Звездочка»
