,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Куда стучится весна в стихотворении Фёдора Тютчева «Зима недаром злится...»?,В окно,В дверь,В ворота,В калитку
1,Какой из этих городов расположен в Южном федеральном округе России?,Астрахань,Мурманск,Екатеринбург,Благовещенск
2,"Название какого блюда русской кухни (крупа, орехи, молочные пенки, сухофрукты) связано с именем русского графа, министра финансов при Александре I?",Гурьевская каша,Каша сименуха,Полбенная каша,Коливо (колево)
3,"Какая из этих лошадей относится не к литературным, а к историческим персонажам?",Инцитатус,Боливар,Заседатель,Россинат
4,Где расположена слуховая зона коры головного мозга?,В височной доле,В затылочной доле,В теменной доле,В лобной доле
5,Кто был матерью говорящего коня Арейона?,Деметра,Филюра,Медуза,Меланиппа
6,"Кто согласно ""Божественной комедии"" Данте, находится на последнем, девятом круге ада?",Предатели,Скупцы,Сладострастники,Насильники
7,"В какой партии Энрико Карузо дебютировал в ""Метрополитен-опере"" 23 ноября 1903 года?","Герцог Мантуанский (""Риголетто"")","Канио (""Паяцы"")","Радамес (""Аида"")","Рудольф (""Богема"")"
8,В каком городе на набережной установлен памятник в виде 60 пар ржавой обуви в память о жертвах нацистов во Второй мировой войне?,Будапешт,Прага,Белград,Бухарест
9,Кто из лицейских товарищей А. С. Пушкина был его секундантом на дуэли с Дантесом?,К. К. Данзас,В. К. Кюхельбекер,И. И. Пущин,М. Л. Яковлев
