,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,На каком языке обычно выписывают медицинские рецепты?,Латинском,Английском,Русском,Греческом
1,"Какую песенку из цикла ""Детский альбом"" использовал П. И. Чайковский в III акте балета ""Лебединое озеро""?",Неаполитанская,Флорентийская,Итальянская,Туринская
2,Какое древнеегипетское божество изображалось в виде солнечного диска с множеством человеческих рук?,Атон,Анубис,Нут,Бастет
3,Какое божество древнего Египта изображалось с головой кошки?,Бастет,Себек,Мут,Гор
4,Кто из президентов США первым погиб в результате покушения?,Авраам Линкольн,Уильям Мак-Кинли,Джон Кеннеди,Джеймс Гарфилд
5,Название какой из этих монет не имеет отношения к их изначальному весу (в серебре или золоте)?,Динар,Фунт стерлингов,Лира,Шекель
6,"За что птица отряда журавлеобразных получила название ""солнечная цапля""?",из-за жёлтых пятен на крыльях,любит греться на солнце,по фамилии первооткрывателя,живёт в жарких странах
7,Какая из этих постановок была дебютом режиссера Анджея Вайды на театральной сцене?,"«Шляпа, полная дождя»",«Настасья Филипповна»,«Бесы»,«Гамлет»
8,Что не входит в состав трех священных сокровищ-регалий японских императоров?,Веер,Зеркало,Подвески из яшмы,Меч
9,"Образ какой героини Ф. М. Достоевского был воплощен в театре Марией Германовой, Мариной Орловой и Марией Казарес?",Аграфена Светлова («Братья Карамазовы»),Варвара Ставрогина («Бесы»),Настасья Барашкова («Идиот»),Соня Мармеладова («Преступление и наказание»)
