,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как иначе называют врача-стоматолога?,дантист,самбист,флейтист,окулист
1,Какое дерево болгары называют трепетликой?,Осину,Тополь,Ольху,Березу
2,Как называется химический элемент из группы лантаноидов?,Самарий,Казаний,Тольяттий,Московий
3,Из какого произведения фраза: «У вас талант к нищенству заложен с детства!»?,«Двенадцать стульев»,«Таланты и поклонники»,«Блеск и нищета куртизанок»,«Принц и нищий»
4,Что из этого иначе называют черешней?,Вишня птичья,Вишня колокольчатая,Вишня красная,Вишня войлочная
5,В какой из этих стран государственный язык - португальский?,Кабо-Верде,Буркина-Фасо,Кот-д`Ивуар,Коста-Рика
6,Какое из этих инфекционных заболеваний имеет самую высокую летальность?,Бешенство,Геморрагическая лихорадка Эбола,Сибирская язва,Чума
7,"Кем по национальности был Джон Хьюз, основатель Донецка?",Валлиец,Ирландец,Англичанин,Шотландец
8,"Какой поэт заметил, что ""чем столетье интересней для историка, тем для современника печальней""?",Н. Глазков,Д. Кедрин,Б. Слуцкий,Д. Самойлов
9,"В какой стране находится место, в честь которого Люк Бессон дал имя оперной диве Плавалагуне из фильма ""Пятый элемент""?",В Хорватии,В Боснии и Герцеговине,В Сербии,В Македонии
