,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Имя какой царицы носили «висячие сады» — одно из чудес света?,Семирамиды,Елены,Клеопатры,Тамары
1,Как называется известный торт?,"""Сказка""","""Романище""","""Анекдот""","""Частушка"""
2,Как у копытных животных называется сустав над копытом ноги?,Бабка,Баги,Бабак,Багер
3,Как называется знаменитая картина художника И. Шишкина?,Рожь,Гречиха,Подсолнухи,Пшеница
4,"Кто автор музыки гимна «Боже, царя храни!»?",Львов,Балашов,Борисов,Николаев
5,Какое из этих растений относится к семейству сложноцветные (астровые)?,чертополох,облепиха,верблюжья колючка,ореостилидиум
6,"Кто является автором композиции ""I Just Called To Say I Love You""?",Стиви Уандер,Род Стюарт,Брюс Спрингстин,Джеймс Тейлор
7,"Кто сыграл главную женскую роль в фильме ""Покидая Лас-Вегас""?",Элизабет Шу,Николь Кидман,Шон Янг,Анджелина Джоли
8,"Какой из романов Эриха Марии Ремарка входит в так называемую большую тройку романов о «потерянном поколении», изданных в 1929 году?","""На Западном фронте без перемен""","""Триумфальная арка""","""Три товарища""","""Возвращение"""
9,Какая из перечисленных команд не становилась призёром чемпионата России по бейсболу?,«Ярославские Медведи» (Ярославль),«Гиганты-АПФ» (Тирасполь),«Московия» (Раменское),«Крым» (Симферополь)
