,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой из этих видов оружия называют «холодным»?,Шпага,Пистолет,Пушка,Торпедная установка
1,Кто в поговорке стал символом бедности?,церковная крыса,рыцарский конь,кабацкий кот,крестьянский мул
2,Кто в работе использует нить под названием кетгут?,Хирурги ,Сапожники,Портные,Рыболовы
3,Сколько бит в байте?,8,10,12,24
4,"Какое мифическое существо, по верованиям древних, убивало взглядом?",Василиск,Цербер,Химера,Сфинкс
5,В каком из городов Швейцарии есть метро?,Лозанна,Цюрих,Люцерн,Берн
6,"С каким мастером прозы Н. А. Некрасов редактировал литературный журнал ""Отечественные записки""?",М. Е. Салтыков-Щедрин,А. Н. Островский,Г. И. Успенский,Д. И. Писарев
7,Какое отчество было у Пьера Безухова?,Кириллович,Владимирович,Александрович,Константинович
8,В каком из городов Нидерландов нет сырного рынка?,Маасдам,Хорн,Эдам,Гауда
9,Какая из этих апорий не принадлежит Зенону?,Парадокс лжеца,Летящая стрела,Дихотомия,Ахилл и черепаха
