,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В какое блюдо никогда не добавляют желатин?,гоголь-моголь,заливное,холодец,желе
1,На печать какого из этих произведений Л.Толстого понадобится наибольшее количество бумаги?,«Война и мир»,«Анна Каренина»,«Детство»,«Воскресение»
2,Что на Руси называли ветрилом?,Парус,Киль,Борт,Палубу
3,В каком городе нет Софийского собора?,Владимир,Киев,Великий Новгород,Полоцк
4,Каким концертом заканчивается цикл «Времена года» Вивальди?,«Зима»,«Осень»,«Весна»,«Лето»
5,Чем занимался на Руси целовальник?,продавал водку,регистрировал браки,переписывал книги ,отливал колокола
6,Во что одет Ломоносов на памятнике в Архангельске?,в тогу,в тулуп,в камзол,в кафтан
7,"Что обозначает название знаменитой московской улицы ""Арбат""?",Пригородный,Центральный,Проезжий,Западный
8,От каких греческих слов образовано слово «гастроном»?,«желудок» и «закон»,«желудок» и «любовь»,«желудок» и «правда»,«желудок» и «вкус»
9,Из чьей шерсти первоначально делались камилавки — головные уборы византийских священников?,верблюд,овца,собака,як
