,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В какой области прославился Дмитрий Менделеев?,Химия,Математика,Литература,Физика
1,"Название какой из этих газет переводится как ""человечество""?",L'Humanite,"""The Observer""","""Liberazione""","""The Denver Post"""
2,Внучка какого барда выходила на сцену в четвёртом сезоне шоу «Голос»?,Юрия Визбора,Юлия Кима,Александра Городничего,Сергея Никитина
3,Как называется самая маленькая часть театрального представления?,Эпизод,Сцена,Явление,Акт
4,"Чем на работе занимались одесские биндюжники, которые, как известно, вставали при виде Кости-моряка?",Транспортировкой грузов,Торговлей солью,Рыбной ловлей,Пошивом одежды
5,Какой советский фильм был изъят из проката после подписания пакта Молотова — Риббентропа?,«Александр Невский»,«Эскадрилья номер 5»,«Трактористы»,«Прометей»
6,У кого из великих бразильских футболистов одна нога была короче другой?,Гарринча,Вава,Диди,Леонидас
7,"На стихи какого советского поэта, участника Великой Отечественной войны, написаны песни к фильмам ""Максим Перепелица"" и ""Укротительница тигров""?",Михаила Дудина,Николая Доризо,Юлии Друниной,Евгения Долматовского
8,"Кто из этих великих китайцев, по мнению историка Сыма Цяня, родился раньше?",Лао Цзы,Конфуций,Сунь Цзы,Цинь Шихуанди
9,"Кто впервые использовал термин ""роман-река""?",Ромен Роллан,Марсель Пруст,Эмиль Золя,Оноре де Бальзак
