,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Почему плакала Саша из одноименной поэмы Н. Некрасова?,Лес вырубали,Сено сгребали,Дуги выгибали,Зайцев стреляли
1,"Как назывался мировой экономический кризис, разразившийся в 1929 году?","""Великая депрессия""","""Великая безработица""","""Великий крах""","""Великая стагнация"""
2,Кем был по профессии Афоня — главный герой комедии Данелии?,Сантехником,Маляром,Столяром,Каменщиком
3,Какое из перечисленных произведений Ф.М.Достоевского было написано раньше?,Бедные люди,Идиот,Бесы,Преступление и наказание
4,Какое иное название имеет второй шейный позвонок — аксис?,Эпистрофей,Танистрофей,Атлант,Апологет
5,Кем был создан армянский алфавит?,Месроп Маштоц,Лазарь Парпеци,Мовсес Хоренаци,Карапет Саснеци
6,Административно-территориальной единицей какого государства является фюльке?,Норвегия,Новая Зеландия,Швеция,Финляндия
7,Как звучит самоназвание ирландцев?,Эриннах,Тадар,Апсуа,Сарам
8,"Кто из американских писателей отказался от Пулитцеровской премии, заявив, что в написанной им пьесе «нет ничего особенного»?",Уильям Сароян,Торнтон Уайлдер,Артур Миллер,Теннесси Уильямс
9,"Какой газ признан в 2019 году надежным маркером жизни на иных планетах, поскольку продуцируется исключительно анаэробными организмами?",Фосфин,Метилмеркаптан,Селеноводород,Боран
