,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что есть у некоторых судов?,воздушная подушка,водяное одеяло,земляная простыня,огненный матрас
1,"Извержение какого вулкана изобразил на своей картине ""Последний день Помпеи"" Брюллов?",Везувий,Кракатау,Санторин,Этна
2,«Победителей не судят» — кто первым сказал эту фразу?,Екатерина II,Сталин,Наполеон,Рузвельт
3,"Какой поэт был убеждён, что «Быть можно дельным человеком и думать о красе ногтей»?",А. Пушкин,М. Лермонтов,Д. Веневитинов,А. Грибоедов
4,"Где, согласно роману А. Бернеда, бродит по ночам призрак демона Бельфегора?",Лувр,Гранд-Опера,Эйфелева башня,Нотр-Дам де Пари
5,"Какой художник написал 4 картины на сюжет «Данаи», одна из которых хранится в петербургском «Эрмитаже»?",Тициан,Караваджо,Рафаэль,Веронезе
6,"""Главной супругой"" какого фараона была Нефертити?",Эхнатон,Рамсес I,Тутанхамон,Аменхотеп II
7,Что из перечисленного экспедиция Роберта Скотта не использовала в походе к Южному полюсу?,Северных оленей,Лошадей,Собак,Мотосани
8,В каком английском графстве находится город Ковентри?,Уэст-Мидлендс,Мерсисайд,Западный Суссекс,Дорсет
9,"Как заканчивается японская поговорка: ""Хороший муж всегда здоров и...?",Его нет дома,Он всегда дома,Занят делом,Богат
