,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что из перечисленного не предназначено для коррекции зрения?,Окуляр,Лорнет,Монокль,Пенсне
1,"Как топотали соседи в песне в исполнении А. Пугачевой ""Делу время""?",Как слоны,Как кони,Как коровы,Как бегемоты
2,Оттенком какого цвета является цвет фуксии?,розовый,зелёный,жёлтый,голубой
3,Какое из этих слов лишнее в ряду анаграмм?,Топот,Ропот,Отпор,Топор
4,Кто режиссер фильма «Пролетая над гнездом кукушки»?,Форман,Крамер,Дорман,Бергман
5,Сколько лет царствовала Екатерина II?,34 года,16 лет,36 лет,23 года
6,"Какой фильм шёл в США под названием ""Они встретились в Москве""?","""Свинарка и пастух""","""Москва слезам не верит""","""Три тополя на Плющихе""","""Я шагаю по Москве"""
7,"Какого композитора называли ""королём танго""?",Оскара Строка,Даниила Покрасса,Матвея Блантера,Дмитрия Покрасса
8,Какой из вариантов игры в шашки проводится на 144-клеточной доске?,Канадские,Турецкие,Фризские,Шашки Вигмана
9,Какая из перечисленных кислот иначе называется кислота Каро?,Пероксомоносерная,Пиросерная,Пероксодисерная,Дитионовая
