,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,За какое время прекращается кровотечение при ранении мелких сосудов у здорового человека?,1-3 минуты,25 минут,10 минут,15 минут
1,Как называется третья нота в гамме соль мажор?,Си,Ля,Ре,Фа
2,Кто НЕ упомянут в поэме «Руслан и Людмила» при описании лукоморья?,кикимора,Баба-яга,царь Кащей,леший
3,Кто писал музыку под псевдонимом Борис Горбонос?,Алла Пугачёва,София Ротару,Тамара Гвердцители,Эдита Пьеха
4,Как сказал Станислав Ежи Лец: «Следы многих преступлений ведут в ...»,В будущее,В Кремль,В прошлое,В Пентагон
5,Когда отмечается «официальный» день рождения Деда Мороза в России?,18 ноября ,13 февраля,11 января,10 декабря
6,"Какого цвета ""подпалины"" должна иметь вороная лошадь, чтобы стать караковой?",Коричневые,Белые,Жёлтые,Серые
7,Кого из своих генералов Наполеон упрекнул в приобретенной русскости?,Коленкура,Даву,Мюрата,Нея
8,Кто нанес поражение флорентийцам в битве при Монтаперти 4 сентября 1260 года?,Гибеллины,Пополаны,Гвельфы,Анцианы
9,"Какой поэт написал о Москве: «На месте флигельков восстали небоскрёбы, и всюду запестрел бесстыдный стиль — модерн»?",В. Брюсов,В. Ходасевич,Н. Гумилёв,М. Волошин
