,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Куда не возвращался невозвращенец в годы застоя?,В СССР,В школу,К собутыльникам,К жене и детям
1,Какую птицу проклял библейский Ной?,Ворона,Коршуна,Грифа,Воробья
2,В стенах какого монастыря находится Московская духовная семинария?,Троице-Сергиева лавра,Марфо-Мариинская обитель,Зосимова пустынь,Саввино-Сторожевский монастырь
3,Как обращаются к незамужней женщине в Великобритании?,Мисс,Мадемуазель,Мадам,Миссис
4,"К какому типу относится самолет ""Ил-2""?",Штурмовик,Бомбардировщик ,Истребитель-бомбардировщик,Истребитель
5,"Какой товар в романе «Золотой теленок» спихнули Адаму Козлевичу в придачу к ""«Антилопе-гну»?",Пальму в кадке,Керосинку,Самовар,Хромовые сапоги
6,Возбудитель какого из этих заболеваний не нуждается в кислороде?,Столбняк,Чума,Скарлатина,Сибирская язва
7,На какой планете кратеры называют в честь деятелей культуры?,Меркурий,Юпитер,Венера,Марс
8,В каком городе можно увидеть дом-кроссворд и народный музей «Двор потерянных игрушек»?,Львов,Полтава,Киев,Ужгород
9,"Как звали радиолюбителя из села Вознесенье-Вохма, первым поймавшего сигнал бедствия дирижабля «Италия», потерпевшего катастрофу в Арктике?",Николай Шмидт,Эрнст Кренкель,Чермен Гулиев,Дмитрий Шпаро
