,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как звали девушку, похищенную Зевсом?",Европа,Евразия,Атлантида,Азия
1,В каком году закончилась Первая мировая война?,1918,1945,1818,1845
2,"Какое судно, если верить названию, предназначено для охоты на китов?",вельбот,каяк,клипер,драккар
3,Что из перечисленного отмечается не 12 апреля?,День военно-космических сил,День космонавтики,Международный день полета человека в космос,Юрьева ночь
4,В каком году провозглашено государство Израиль?,1948,1975,1969,1928
5,Какой вид подосиновика занесен в Красную книгу?,Подосиновик белый,Красноголовик дубовый,Подосиновик окрашенноногий,Подосиновик жёлто-бурый
6,"В каком рассказе Р. Шекли герои спаслись, спрятавшись от чудовища под одеяло?","""Призрак-V""","""Чудовища""","""Страх в ночи""","""Ритуал"""
7,"Какой фильм Э. Рязанова получил главный приз ""Золотой павлин"" на международном кинофестивале в Дели ?","""Жестокий романс""","""Служебный роман""","""Небеса обетованные""","""Вокзал для двоих"""
8,Какой император изгнал Овидия из Рима?,Август,Клавдий,Тиберий,Калигула
9,"Чьё выражение: ""Родина — это алтарь, а не пьедестал""?",Хосе Марти,Фидель Кастро,Иосиф Сталин,Уинстон Черчилль
