,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое украшение фигурирует в названии романа Толкиена?,кольцо,диадема,серьги,браслет
1,Какое число последнее на шкале медицинского термометра?,42,40,41,43
2,Какое сооружение Санкт-Петербурга снесли ещё при царе?,Алексеевский равелин,Казанский собор,Александровская колонна,Мариинский театр
3,Из какого мяса испанцы делают знаменитый на весь мир деликатес хамон?,из свинины,из говядины,из баранины,из оленины
4,Какая кислота образует нитраты?,азотная,фосфорная,серная,сернистая
5,За достижения в какой области получил Нобелевскую премию советский учёный Леонид Канторович?,экономика,физика,химия,физиология и медицина
6,Какая из этих единиц измерения не входит в Международную систему единиц (СИ)?,Ангстрем,Моль,Кандела,Кельвин
7,Какая фирма в 1969 году выпустила в продажу первые в мире наручные кварцевые часы?,Seiko,Longines,Orient,Brequet
8,"Какая из этих пьес написана Ф. Шиллером в период ""Бури и натиска""?",Заговор Фиеско,Дон Карлос,Вильгельм Телль,Орлеанская дева
9,Какой знаменитый парк Пекина связан с именем императрицы Цы Си?,Ихэюань,Сяншань,Юаньминъюань,Бэйхай
