,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"В каком из этих романов Агаты Кристи нет ни Эркюля Пуаро, ни мисс Марпл?","""Десять негритят""","""Смерть на Ниле""","""Зло под солнцем""","""Берег удачи"""
1,В автомобиль какой марки дяде Степе было не влезть?,"""Москвич""","""Чайка""","""Победа""","""Волга"""
2,Чем подтягивают гитарную струну?,колком,воротком,курком,блоком
3,Какая из этих птиц умеет летать?,Какаду,Пингвин,Страус,Киви
4,Какое из этих животных доводится самым близким родственником зубру?,Бизон,Як,Джейран,Буйвол
5,В каком фильме не снимался голливудский актер Харви Кейтель?,«Убить Билла»,«Бешеные псы»,«Криминальное чтиво»,«От заката до рассвета»
6,Где захоронено тело Сальвадора Дали согласно его завещанию?,в полу его музея,на дне Бискайского залива,на стадионе «Камп Ноу»,в одной могиле с Пикассо
7,В каком городе родился и умер Карл Фридрих Иероним барон фон Мюнхгаузен?,Боденвердер,Штутгарт,Ганновер,Айнбек
8,"Какого цвета не может быть камень ""гранат""?",Синий,Зелёный,Оранжевый,Лиловый
9,Кто был первым программистом?,Ада Лавлейс,Эдсгер Дейкстра,Чарлз Бэббидж,Блез Паскаль
