,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Чем является Лувр Абу-Даби?,Музеем,Зоопарком,Стадионом,Парком развлечений
1,На что похожа жизнь друга героя песни «Однажды мир прогнётся под нас» группы «Машина времени»?,На фруктовый кефир,На молочный пломбир,На ванильный зефир,На больничный клистир
2,Какая ягода в спелом виде бывает не только красного цвета или оттенка?,Малина,Боярышник,Брусника,Клюква
3,Какая из этих битв произошла у Вороньего Камня?,Ледовое побоище,Полтавская битва,Невская битва,Куликовская битва
4,Сколько символов используется в системе римских чисел?,7,9,11,5
5,Как называется денежная единица Киргизии?,Сом,Лей,Манат,Тенге
6,Какой из этих городов был главной столицей Конфедеративных Штатов Америки?,Ричмонд,Колумбия,Таллахасси,Атланта
7,Чем прославился мошенник и аферист Виктор Люстиг?,Дважды продал Эйфелеву башню,"Украл из Лувра полотно ""Мона Лиза""",Продавал туристам Бруклинский мост,Выдавал себя за хирурга и делал операции
8,В каком из этих произведений Артура Конана Дойля преступники смогли скрыться от Шерлока Холмса?,«Палец инженера»,«Голубой карбункул»,«Убийство в Эбби-Грейндж»,«Дьяволова нога»
9,Какая птица в геральдике является символом бдительности?,Журавль,Павлин,Сокол,Ворон
