,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой остров Средиземного моря принадлежит Италии?,Сардиния,Крит,Корсика,Кипр
1,В каком фильме налетчики перед делом чокаются стаканами с молоком?,«Операция «Ы» и другие приключения Шурика»,«Дело пестрыx»,«Место встречи изменить нельзя»,«Бриллиантовая рука»
2,Где находится крупнейший действующий вулкан России?,Камчатка,Курилы,Северный Кавказ,Хакасия
3,"Как называют приз, вручаемый команде-победительнице Кубка Дэвиса?","""Серебряная салатница""","""Золотая чаша""","""Хрустальная конфетница""","""Коралловая ваза"""
4,"Какое арабское государство официально называется ""Хашимитское королевство""?",Иордания,Саудовская Аравия,Бахрейн,Марокко
5,Что такое потамоним?,Собственное имя любой реки,Собственное имя любой горы,Собственное имя любого озера,Собственное имя любого города
6,"Что означает юридический термин ""in flagrante""?",Поймать с поличным,Очная ставка,Отсутствие состава преступления,Приговорить заочно
7,"Как на бирже называют трейдеров, которые совершают большое количество сделок за одну торговую сессию, пытаясь заработать на небольших колебаниях курса?",Зайцы,Волки,Лемминги,Свиньи
8,В каком году был основан Нижний Новгород?,1221,1209,1165,1187
9,"Что такое ""Белая лошадь из Уффингтона"" с точки зрения археолога?",Геоглиф,Мегалит,Комплекс,Ангоб
