,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В какое блюдо никогда не добавляют желатин?,гоголь-моголь,заливное,холодец,желе
1,Какой из этих городов ближе всего к Москве?,Орел,Екатеринбург,Санкт-Петербург,Сочи
2,Что означает термин «динозавр»?,Ужасный ящер,Древний ящер,Большой ящер,Ископаемый ящер
3,Центр какого швейцарского города внесен в список объектов Всемирного наследия ЮНЕСКО?,Берн,Базель,Цюрих,Люцерн
4,В честь кого или чего сажают деревья в иерусалимском мемориальном музее «Яд ва-Шем»?,Праведников,Знаменитых людей,Мира,Дружбы народов
5,"Какой герой пьесы А. Чехова «Вишневый сад» не имел права на деньги, полученные от продажи сада?",Трофимов,Аня,Гаев,Раневская
6,Кто из перечисленных птиц не синица?,Сплюшка,Ополовник,Гренадёрка,Пухляк
7,Какое из этих имен не является средним именем английского принца Чарльза?,Альберт,Филипп,Джордж,Артур
8,На языке какой группы говорили половцы?,тюркской,даргинской,монгольской,убыхской
9,Какой чешский король в 14 веке был избран императором Священной Римской империи?,Карел I Люксембург,Пржемысл Отакар II,Вацлав II,Рудольф I Габсбург
