,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что пела царевна в мультфильме «Летучий корабль»: «А я не хочу, не хочу...»?",По расчету,На работу,По прилету,На охоту
1,Какая из этих собак первой побывала в космосе?,Лайка,Жучка,Белка,Стрелка
2,Как называется коллекционирование монет?,Нумизматика,Бонистика,Фалеристика,Филофония
3,Какую долю от общемирового годового производства стали промышленность Китая изготовила в 2013 году?,Больше 50%,Больше 10%,Больше 25%,Больше 75%
4,Уровень каких веществ в крови повышается при атеросклерозе?,Холестерина,Билирубина,Глюкозы,Уратов
5,Какое цитрусовое растение самое скороспелое?,Мандарин,Грейпфрут,Апельсин,Лимон
6,Изображение какого бога было на римской монете в 1 асс?,Янус,Конс,Пик,Марс
7,"В какое из этих озер молнии бьют от 140 до 260 дней в году и где вероятность удара молнией выше, чем где-либо в мире?",Маракайбо в Венесуэле,Нипигон в Канаде,Лагоа-Мирин в Бразилии,Дунтинху в Китае
8,Кто из перечисленных аргентинских художников известен своими работами в жанре импрессионизма?,Фернандо Фадер,Прилидиано Пуэйрредон,Карлос Морель,Хуан Карлос Кастаньино
9,Кто из этих российских музыкантов в 2010 году был награжден орденом Франциска Скорины за вклад в укрепление дружбы между народами Белоруссии и России?,Юрий Антонов,Александр Розенбаум,Юрий Шевчук,Александр Маршал
