,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кем оказался ""настоящий полковник"" в песне Аллы Пугачёвой?",Уголовник,Капитан,Подполковник,Лейтенант
1,Какая планета является ближайшей к Солнцу?,Меркурий,Марс,Земля,Венера
2,Чье правление называют Золотым веком Российской Империи?,Екатерины II,Петра I,Елизаветы Петровны,Александра I
3,Изображение какого существа видели на полной Луне древние китайцы?,Зайца,Дракона,Черепахи,Человека
4,Какому месяцу дал название римский бог дверей и ворот?,Январь,Февраль,Декабрь,Апрель
5,"Как Наполеон закончил фразу, адресованную генералу Ожеро: «Вы, генерал, на голову выше меня — но... »?","Если вы будете мне грубить, я устраню это различие",На две ниже по званию,Я ещё успею в отличие от вас вырасти,Вон тот арабский верблюд ещё выше
6,"Как звали пса, участника Парада Победы 1945 года, обнаружившего более 7000 мин и 150 снарядов? ",Джульбарс,Полкан,Мухтар,Рэкс
7,"Какой американский оружейный калибр соответствует русскому калибру 7,62 мм?",30,38,22,45
8,Какой город был столицей древнего Элама?,Сузы,Ашшур,Ур,Сидон
9,"Работы какого художника включают в себя надписи ""Whaam!"" ""Takka Takka"" и ""Blam""?",Рой Лихтенштейн,Джексон Поллок,Сальвадор Дали,Бабушка Мозес
