,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется место впадения притока реки в основной поток?,Стрелка,Белка,Лайка,Хатико
1,Что предназначено для измерения углов?,Транспортир,Транспондер,Транспортёр,Транспорт
2,"Как называется фаза игры регби, когда игроки от каждой команды, находясь в физическом контакте, группируются вокруг мяча, находящегося на земле между ними?",Рак,Омар,Краб,Черепаха
3,На какой российской купюре образца 1997 года изображён Большой театр?,100 рублей,500 рублей,10 рублей,50 рублей
4,"Как звали циклопа, который был побеждён хитростью Одиссея?",Полифем,Пирагмон,Кронос,Стероп
5,Согласно Конфуцию: «Когда в стране {это}- стыдно быть бедным и ничтожным; когда {этого} нет- стыдно быть богатым и знатным». Что он имеет в виду?,Справедливость,Красота,Спокойствие,Богатство
6,"Как переводится на русский язык латинское слово ""hilaris""? ",Весёлый,Красивый,Здоровый,Толстый
7,"Какие из этих товаров, согласно Налоговому кодексу РФ, не признаются подакцизными?",Меховые изделия,Авиационный керосин,Автомобили легковые,Устройства для нагревания табака
8,Население какого из перечисленных городов России составляет менее 500 тысяч человек?,Магнитогорск,Тольятти,Новокузнецк,Набережные Челны
9,"В честь какой страны химики XVIII-XIX века четырежды пытались назвать новые открытые элементы, но каждый раз оказывалось, что этот элемент уже известен?",Австрии,Индии,Великобритании,Испании
