,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как звали первого известного летописца истории Руси?,Нестор,Ослябя,Евмей,Фома
1,Чему равна древнерусская мера длины пядь?,"17,78 см","76,34 см","2,2 см","30,25 см"
2,"Кто произнёс известную речь, получившую название «У меня есть мечта»?",Мартин Лютер Кинг,Харви Милк,Элеонора Рузвельт,Ричард Чейни
3,Какой системой письменности пользовались древние египтяне?,Иероглифическая,Алфавитная,Клинопись,Слоговая
4,Из чего соорудили при Дмитрии Донском стены Московского Кремля?,Известняк,Дуб,Кирпич,Валуны
5,Как раньше называли красновато-рыжий цвет?,Кастрюльный,Мурамный,Кубовый ,Плавый
6,Какой цвет имеют зрелые помидоры сорта «лотос»?,Белый,Красный,Зелёный,Черный
7,В честь кого из этих микробиологов дали латинское название кишечной палочке?,Т. Эшерих,Э. Ру,Л. Пастер,Р. Кох
8,"Плоды какого растения называли ""цареградскими  стручками""?",Рожковое  дерево,Акация серебристая,Кассия трубчатая,Анаденантера
9,Какое из этих озер находится на Кольском полуострове?,Имандра,Лодьмозеро,Важенец,Мяндозеро
