,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как пианисты могут исполнять музыкальные произведения?,В 4 руки,В 20 пальцев,В 2 головы,В 40 ног
1,Какую фамилию носит герой фильма «Приключения Электроника»?,Сыроежкин ,Мухоморов,Подберёзовиков,Бледнопоганкин
2,Кто большую часть жизни проводит сидя в кронах деревьев?,Коала,Гризли,Очковый медведь,Белый медведь
3,В какой музей посетители входят через стеклянную пирамиду?,Лувр,Эрмитаж,Прадо,Уффици
4,В каком виде спорта никто на площадке не имеет права играть ногами?,баскетбол,волейбол,гандбол,регби
5,Какая река НЕ приток Волги?,Хопёр,Кама,Ока,Шексна
6,В формуле какого вещества больше атомов углерода?,бутан,этан,метан,пропан
7,Кто из приближённых Николая I нёс гроб на похоронах И. А. Крылова?,Граф Орлов,Граф Уваров,Граф Бенкендорф,Граф Панин
8,Как ацтеки называли 400 богов южных звезд?,Сенцон Уицнауа,Сенцон Тоточтин,Таких богов не было,Сенцон Мимишкоа
9,Кто является самым титулованным участником Открытого чемпионата Австралии по теннису?,Адриан Квист,Джек Кроуфорд,Джон Бромвич,Джон Кокс
