,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая карта стала роковой для Пушкинского Германна?,Дама,Семерка,Туз,Тройка
1,Как в трагедии Шекспира Отелло поставил точку в жизни Дездемоны?,Задушил,Заколол,Отравил,Зарубил
2,Из каких частей складывается хоккейный матч?,Период,Гейм,Тайм,Раунд
3,К какому штату административно относится столица США город Вашингтон?,Ни к какому,Пенсильвания,Вашингтон,Массачусетс
4,Кто изобрел громоотвод?,Франклин,Линкольн,Вашингтон,Рузвельт
5,Какая река Африки дважды пересекает экватор?,Конго,Кунене,Нигер,Замбези
6,Чьё имя до 1924 года носила пионерская организация Советского Союза?,Спартака,Ленина,Макаренко,Троцкого
7,"Кто распорядился поместить на американских банкнотах надпись ""Мы верим в Бога""?",Сэлмон Чейз,Дуайт Эйзенхауэр,Бенджамин Франклин,Франклин Рузвельт
8,"Какой диплом получил художник Исаак Левитан по окончании Московского училища живописи, ваяния и зодчества?",Учителя чистописания,Архитектора,Художника,Учителя черчения
9,Как звали мужа Зоси Синицкой в романе И. Ильфа и Е. Петрова «Золотой телёнок»?,Перикл,Патрокл,Аристид,Фемистокл
