,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой части света на Земле не существует?,Евразия,Америка,Антарктида,Африка
1,"Продолжите поговорку «Не тот сибиряк, кто не мерзнет, а тот кто...».",Тепло одевается,До отвала мясом наедается,В проруби в мороз купается,Дровами с лета запасается
2,Какому кочевому народу А.С.Пушкин посвятил поэму?,Цыганам,Бедуинам,Половцам,Монголам
3,Чья музыка использована в заставке программы «Время»?,Свиридов,Петров,Таривердиев,Щедрин
4,Как по-другому называется альпийская фиалка?,Цикламен,Анютины глазки,Эдельвейс,Ясколка
5,Сколько детей было у Сергея Есенина?,4,2,3,1
6,Месторасположение какой из этих станций в Антарктиде совпадает с полюсом холода?,"""Восток""","""Мирный""","""Молодёжная""","""Пионерская"""
7,Какой оттенок имеет цвет занаду?,Зеленовато-серый,Темно-коричневый,Сине-зеленый,Бледно-розовый
8,"Какая самая высокая гора на Урале, если считать до начала разработки некоторых из них?",Народная,Магнитная,Ямантау,Благодать
9,Какая из этих столиц расположена на острове?,Банжул,Дакка,Сан-Сальвадор,Ломе
