,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что было изобретено раньше?,Колесо,Дизельный двигатель,Компьютер,Шариковая ручка
1,"Кто озвучил обоих персонажей в мультфильме И. Ковалевской ""Как Львенок и Черепаха пели песню""?",О. Анофриев,А. Калягин,О. Табаков,Ф. Раневская
2,"Кто такой Бак, житель долины динозавров, в мультфильме «Ледниковый период 3»?",ласка,хорёк,куница,горностай
3,"Название какого города переводится с греческого как ""город креста""?",Ставрополь,Мариуполь,Севастополь,Тирасполь
4,"Назовите российского тренера, под руководством которого киевское ""Динамо"" трижды подряд становилось чемпионом СССР?",Виктор Маслов,Александр Севидов,Олег Ошенков,Вячеслав Соловьев
5,Как назывался шнурок для затягивания шаровар?,Очкур,Чучмек,Кончар,Ерланчик
6,Кто врачует дакриоаденит?,Офтальмолог,Эндокринолог,Неонатолог,Андролог
7,В каком из мистических мест Чехии находятся «врата в ад»?,Замок Гоуска,Челяковицкое кладбище,Староместская ратуша,Катакомбы Йиглава
8,Действующая конституция какой из этих стран была принята в 2015 году?,Непал,Шри-Ланка,Малайзия,Бангладеш
9,Какое число обозначала правая рука с загнутым безымянным пальцем по распространённой в средневековой Европе системе пальцевого счёта?,600,40,4000,60
