,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,На каком корабле полетел в космос Юрий Гагарин?,"""Восток""","""Запад""","""Союз""","""Энергия"""
1,"Кем, по словам Пушкина, приходился ему Евгений Онегин?",приятелем,одноклассником,соседом,родственником
2,"Какой по счету буква ""Ш"" в русском алфавите?",26,24,23,25
3,"Какой ""танец"" исполнил Чарли Чаплин в фильме ""Золотая лихорадка""?",Танец булочек,Танец бубликов,Танец сухарей,Танец батонов
4,Как звали первую жену Джона Леннона?,Синтия Пауэлл,Морин Кокс,Йоко Оно,Патти Бойд
5,Какой из этих японских островов не омывается водами Внутреннего Японского моря?,Хоккайдо,Сикоку,Кюсю,Хонсю
6,"Как звали главного героя романа ""Франкенштейн""?",Виктор,Карл,Роберт,Гюнтер
7,Кто из этих Римских пап отлучил от церкви Мартина Лютера?,Лев X,Адриан VI,Юлий II,Пий III
8,Какой сок входит в состав коктейля тинторетто?,Гранатовый,Вишневый,Апельсиновый,Ананасовый
9,"Какое классическое произведение играет Шарапов на пианино, находясь в логове банды ""Чёрная кошка"", в фильме ""Место встречи изменить нельзя""?","Шопен, этюд f-moll",Рахманинов — Концерт №2,Моцарт — дивертисмент №11,"Шуберт — ""Экспромт"""
