,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется сказка Маршака?,«Кошкин дом»,«Мышкина нора»,«Собачья конура»,«Ёшкин кот»
1,Какое растение можно встретить в пустыне?,верблюжья колючка,конский щавель,заячья капуста,пастушья сумка
2,Сколько животных изображено на картине Карла Брюллова «Всадница»?,три,одно,два,четыре
3,Сыном какого царя называл себя Лжедмитрий I?,Иван Грозный,Фёдор Иоаннович,Борис Годунов,Алексей Михайлович
4,В какое время года было торжественно открыто высотное главное здание МГУ на Воробьёвых горах?,Осенью,Зимой,Летом,Весной
5,Чем в Древней Греции руководил корифей?,хором,строительством,посольством,школой
6,При какой температуре по Цельсию закипает вода на вершине Эвереста?,68 градусов,100 градусов,128 градусов,не кипит вообще
7,Как звали доблестного рыцаря Айвенго?,Уилфред,Ланселот,Реджинальд,Джон
8,Что не входит в составляющие элементы добавочного капитала?,непокрытый убыток,разница при переоценке основных средств,курсовые разницы,эмиссионный доход
9,"Кто из канадских режиссеров снял киноверсию рок-оперы ""Jesus Christ Superstar""?",Норман Джуисон,Майкл Макгоуэн,Гордон Шеппард,Кифер Сазерленд
