,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой из этих врачей прописывает стельки?,Ортопед,Офтальмолог,Логопед,Гомеопат
1,Как звали офицера-изменника из «Капитанской дочки» А. С. Пушкина?,Швабрин,Дудкин,Бочкин,Табуреткин
2,"Что так и не смогли сделать Лебедь, Рак и Щука в басне Крылова?",сдвинуть с места воз,сыграть квартет,приготовить уху,найти клад
3,С помощью какого оптического прибора рассматривал дам в театре Евгений Онегин?,лорнет,монокль,пенсне,лупа
4,Как переводится с языка суахили фраза «Акуна матата»?,беззаботная жизнь,громкая музыка,бурная радость,сильный дождь
5,Какой прибор пришёл на смену стетоскопу?,фонендоскоп,гироскоп,кинескоп,диаскоп
6,К какому семейству рыб принадлежит пескарь?,Карповые,Щуковые,Бычковые,Колюшковые
7,Самая яркая звезда какого созвездия называется Альтаир?,Орёл,Лира,Дева,Лебедь
8,Какой из римских пап провел реформу календаря?,Григорий XIII,Григорий VII,Григорий IX,Григорий XI
9,"К какому мосту в Санкт-Петербурге применимо высказывание, что два императора от него отвернулись?",Синий,Зеленый,Желтый,Красный
