,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой формулой обозначаются полноприводные легковые автомобили?,4x4,9x12,4x2,2x2
1,Как иногда уничижительно называют эпоху правления императриц в истории России?,Бабье царство,Бабье княжество,Бабье управство,Бабье раздолье
2,С послом какой страны общалась на балу Татьяна Ларина?,Испания,Франция,Австрия,Швейцария
3,Какое растение иначе называется эстрагоном?,тархун,шалфей,чистотел,календула
4,Какая римская богиня соответствует греческой Персефоне?,Прозерпина,Аврора,Веста,Церера
5,Какой из этих опусов фортепианного цикла Чайковского соответствует не весеннему месяцу?,«Масленица»,«Подснежник» ,«Песня жаворонка»  ,«Белые ночи»
6,Кто был по образованию Ф. М. Достоевский?,Инженер-подпоручик,Юрист,Журналист,Врач
7,Как называется парламент в Исландии?,Альтинг,Риксдаг,Фолькетинг,Стортинг
8,Какой из биологических ядов является самым сильным?,Токсин ботулизма,Токсин дифтерии,Токсин рыбы фугу,Столбнячный токсин
9,У какого из этих парусных судов могло быть до пяти мачт?,Барк,Бригантина,Каравелла,Бриг
