,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кем работал герой Андрея Миронова в фильме ""Бриллиантовая рука""?",Манекенщик,Официант,Милиционер,Продавец
1,"Кто забил гол ""Рукой Бога""?",Марадона,Месси,Зидан,Пеле
2,Какие числа называются простыми?,Имеющие 2 делителя,Имеющие более 3 делителей,Имеющие 3 делителя,Имеющие 1 делитель
3,"Как называлась первая книга, напечатанная Иваном Федоровым?","""Апостол""","""Домострой""","""Государь""","""Четьи-Минеи"""
4,"Согласно какому древнему римлянину, «народ, который когда-то раздавал команды, консульства, легионы и прочее, теперь не вмешивается и желает лишь одного: хлеба и зрелищ»?",Децим Юний Ювенал,Марк Порций Катон Старший,Марк Туллий Цицерон,Марк Фабий Квинтилиан
5,В каком стиле построена летняя резиденция австрийских императоров — дворец Шёнбрунн?,Барокко,Классицизм,Рококо,Ампир
6,Чем являлось средневековое оружие эйнарм?,Камнемётом,Топором,Ножом,Перначом
7,"К каким по летучести боевым отравляющим веществам относятся люизит, иприт и VX (ВИ-газ)?",стойким,оловянным,нестойким,ядовитодымным
8,"Какие пироги не предлагала печь в мультфильме ""Вовка в Тридевятом царстве""?",С яблоком,С повидлом,С мясом,С капустой
9,При каком императоре случился «Серебряный век» в искусстве Древнего Рима?,При Траяне,При Веспасиане,При Аврелии,При Диоклетиане
