,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой камерой может быть оснащён компьютер?,веб-камерой,камерой сгорания,камерой хранения,камерой-обскура
1,Сколько неуловимых мстителей было в одноимённом фильме Кеосаяна?,Четверо,Пятеро,Семеро,Трое
2,Какое из этих животных родом не из Австралии?,Панда,Тасманийский дьявол,Утконос,Коала
3,"Какому поэту принадлежат строки песни: ""В Антарктиде льдины землю скрыли, льдины в Антарктиде замела пурга.""?",А. Горохов,Л. Ошанин,Л. Дербенев,М. Танич
4,Как имя сталкера в романе братьев Стругацких?,Рэдрик Шухарт,Франтишек Туск,Патрик Кляйверт,Алек Уэст
5,Флаг какой из этих стран отличается от японского флага только фоном?,Бангладеш,Сингапур,Эквадор,Индонезия
6,"По легенде, изображение какого знака зодиака представляет собой перевоплотившихся Афродиту и Эрота?",Рыбы,Близнецы,Весы,Дева
7,Из какой басни Лафонтена к нам пришла поговорка «каштаны из огня таскать»?,«Обезьяна и кот»,«Обезьяна и Леопард»,«Осел и Собака»,«Обезьяна и Дельфин»
8,"Кто самый возрастной вратарь, когда-либо побеждавший в составе своей команды на Чемпионате мира по футболу?",Дино Дзофф,Зепп Майер,Гордон Бэнкс,Лев Яшин
9,"В каком органе человека, кроме половых желез, синтезируются половые гормоны?",Надпочечники,Поджелудочная железа,Эпифиз,Щитовидная железа
