,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое холодное оружие ни разу не скрещивали спортсмены на Олимпиадах?,кинжалы,рапиры,шпаги,сабли
1,Каким прибором измеряют силу тока?,Амперметр,Вольтметр,Омметр,Манометр
2,Какую фигуру спрятал в карман во время сеанса одновременной игры гроссмейстер Остап Бендер?,Ладья,Пешка,Конь,Слон
3,Кто написал роман «Призрак Оперы»?,Гастон Леру,Виктор Гюго,Джеймс Купер,Франсуа Борд
4,Кто был режиссёром советской версии телесериала о Шерлоке Холмсе?,И. Масленников,Г. Натансон,В .Соловьев,В. Мотыль
5,Что делает лев на скульптуре в Люцерне?,Умирает,Улыбается,Рычит,Спит
6,Какой город является столицей Уэльса?,Кардифф,Абердэр,Абергеле,Брекон
7,Кем приходились друг другу Эдип и Антигона в греческой мифологии?,Отец и дочь,Сын и мать,Брат и сестра,Муж и жена
8,В каком человеческом органе можно найти балки?,Печень,Головной мозг,Почки,Легкие
9,У какой из этих рептилий есть диафрагма?,Крокодил,Хамелеон,Игуана,Комодский варан
