,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется денежная единица Монголии?,Тугрик,Иена,Рубль,Евро
1,Какова максимальная длительность боя в профессиональном боксе?,12 раундов,15 раундов,10 раундов,9 раундов
2,Какую овощную культуру огородники средних широт сажают осенью?,Чеснок,Баклажаны,Морковь,Свёкла
3,Обнаружение чего является свидетельством постоянного расширения нашей вселенной?,Красного смещения,Квазаров,Черных дыр,Реликтового излучения
4,Какое число из перечисленных является совершенным?,28,32,24,36
5,"Какую игру придумал Уильям Морган и назвал ""Минтонет""?",Волейбол,Баскетбол,Крикет,Гандбол
6,Когда была Тридцатилетняя война?,1-я половина 17 в.,1-я половина 18 в.,2-я половина 17 в.,2-я половина 16 в.
7,С каким будущим советским маршалом Шарль де Голль находился в плену у немцев во время Первой мировой войны?,Тухачевский,Егоров,Уборевич,Блюхер
8,"Кто из этих Римских пап созвал Первый Латеранский собор, закрепивший положение невмешательства светской власти в дела церкви?",Каликст II,Гонорий II,Целестин II,Геласий II
9,"Кто из видных политических деятелей был сопровождающим Вольтера при принятии великого француза в члены масонской ложи ""Девять сестёр""?",Бенджамин Франклин,Джордж Вашингтон,Джон Адамс,Томас Джефферсон
