,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая одежда из перечисленных самая короткая?,Плавки,Бриджи,Шорты,Брюки
1,Какой овощ на огороде самый ранний?,Редис,Свекла,Морковь,Огурец
2,К какому отделу мозга относится кора больших полушарий?,Передний мозг,Промежуточный мозг,Продолговатый мозг,Средний мозг
3,"Какое имя Пушкин дал персонажу и в «Сказке о царе Салтане», и в поэме «Руслан и Людмила»?",Черномор,Гвидон,Ратмир,Наина
4,Какой ветер соответствует 12 баллам по шкале Бофорта?,Ураган,Буря,Шторм,Штиль
5,"В какой стране в 1976 году особые подразделения Армии обороны Израиля провели операцию по освобождению заложников самолета ""Air France""?",Уганда,Сомали,Кения,Танзания
6,Сколько раз Ирина Роднина становилась олимпийской чемпионкой?,3,1,2,4
7,В каком городе находится высочайший монумент в Африке — «Возрождение Африки»?,Дакар,Дурбан,Каир,Александрия
8,Какова длина носа Статуи Свободы?,"1,37 м","5,00 м","0,76 м","0,91 м"
9,Какой самолёт был использован на съёмках советского фильма «Последний дюйм» по новелле Дж. Олдриджа?,ЯК-12,ЯК-3,ЯК-40,ЯК-18
