,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что делал с лесом отец мужичка-с-ноготок?,Рубил,Сажал,Охранял,Поливал
1,Солистом какой из этих групп является Николай Расторгуев?,«Любэ»,«Алиса»,«ДДТ»,«Ногу свело!»
2,Как называют жену сына по отношению к его отцу?,Сноха,Золовка,Кума,Свояченица
3,На какой из планет Солнечной системы призывной возраст гражданина России составил бы полтора местных года?,Юпитер,Марс,Меркурий,Венера
4,В каком году русские войска завоевали Казань? ,1552,1601,1412,1489
5,Что не является симфонической поэмой Анатолия Лядова?,«Ведьма»,«Танец Амазонки»,«Баба-Яга»,«Кикимора»
6,"Как назывался тактический приём, применявшийся конными лучниками Древнего Востока?",Парфянский выстрел,Македонский выстрел,Скифский выстрел,Монгольский выстрел
7,Кто из этих великих князей княжил раньше?,Святополк Окаянный,Владимир Мономах,Мстислав Великий,Ярослав Мудрый
8,Какой художник создал современный логотип Chupa Chups?,Сальвадор Дали,Энрике Бернате,Пабло Пикассо,Энди Уорхол
9,"Какой продукт не входит в состав панчагавьи (продукты, получаемые от коровы), согласно этому санскритскому термину?",Сыр,Молоко,Моча,Навоз
