,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Где находится государство Боливия?,В Южной Америке,В Центральной Америке,В Северной Америке,В Африке
1,Как называется верхняя палата Российского парламента?,Совет Федерации,Сенат,Дума,Палата Представителей
2,"В какой стране бывшего социалистического лагеря производятся автобусы ""Икарус""?",Венгрия,Румыния,Болгария,Польша
3,Отличительным признаком какой змеи служат два желтых пятнышка на голове?,Обыкновенный уж,Очковая змея,Гремучая змея,Обыкновенная гадюка
4,"Жителей какого английского города называют ""манкунианцы""?",Манчестер,Лидс,Мидлсбро,Сандерленд
5,Какую максимальную  скорость развивает гепард в погоне за жертвой?,110-115 км/ч,80-90 км/ч,130-135 км/ч,95-105 км/ч
6,"Кто из классиков написал стихи, на которые создан романс: «Утро туманное, утро седое...»?",И. Тургенев,Д. Веневитинов,Н. Языков,Н. Некрасов
7,"Где сейчас хранится ""Святой Николай"", знаменитый ботик Петра I?",В Центральном Военно-морском музее Санкт-Петербурга,В Ботном доме на территории Петропавловской крепости,В музее-усадьбе с. Веськово близ Переславля-Залесского,В Московском Кремле
8,Какой из этих романов написан не У. Фолкнером?,Гэм,Пилон,Москиты,Святилище
9,Какое произведение 92-летняя Этель Лилиан Войнич в письме Борису Полевому в июне 1956 г. оценила как главное дело своей жизни?,Ораторию «Вавилон»,Роман «Овод»,Перевод на английский произведений Тараса Шевченко,Роман «Сними обувь твою»
