,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что, согласно известному выражению, было с индюком до того, как он попал в суп?",Он думал,Он сплетничал,Он пел,Он зашёл на Рождество
1,Как пишется английская мама?,Mother,Mahter,Mather,Mohter
2,Сколько различных цветов используется на флаге ООН?,Два,Один,Три,Четыре
3,"Какая рыба, чтобы освободиться от крючка, часто ""делает свечу""?",Щука,Осетр,Карась,Налим
4,В каком геологическом периоде на Земле появились первые динозавры?,В триасовом,В юрском,В меловом,В пермском
5,Как называется 1/100 греческой драхмы?,Лепта,Обол,Сантим,Агора
6,В каком театре Михаил Козаков сыграл роль Гамлета?,Имени Маяковского,Во МХАТе,На Малой Бронной,В Современнике
7,В основу какого советского мультфильма легла сказка чешского писателя Милоша Мацоурека?,"«Про бегемота, который боялся прививок»","«Трям, здравствуйте!»",«Дядюшка Ау»,«Бюро находок»
8,На какой гравюре Дюрера изображен магический квадрат из 16 чисел?,"""Меланхолия""","""Рыцарь, Смерть и Дьявол""","""Четыре ведьмы""","""Морское чудо"""
9,Какая битва считается крупнейшей из состоявшихся на территории Британских островов?,При Таутоне (Война Роз),При Бэннокберне (Война за независимость Шотландии),При Несби (Гражданская война в Англии),При Гастингсе (Нормандское завоевание)
