,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как продолжить строчку известной песни: «Не надо печалиться, вся жизнь впереди…»?",надейся и жди,налей да иди,крути бигуди,меня проводи
1,Как называется столица Башкортостана?,Уфа,Чебоксары,Сыктывкар,Улан-Удэ
2,Что из этого больше всего любил Тигра из книги про Винни-Пуха?,Рыбий жир,Чертополох,Желуди,Мед
3,Где в организме человека находятся меланоциты?,В коже,В печени,В сердце,В красном костном мозге
4,Каков рекорд УЕФА Лиги Чемпионов по забитым одним игроком мячам за один сезон?,17 голов,20 голов,10 голов,25 голов
5,"Что в дореволюционной России означала поговорка ""Идти под ёлку""?",Идти в кабак,Идти в гости,Идти в лес,Идти за подарками
6,"Какой бард исполнял песню, начинающуюся словами: «Мы выходим на рассвете, из Сахары дует ветер, поднимая нашу песню до небес...»?",С. Шабуцкий,В. Берковский,Ю. Аделунг,Ю. Визбор
7,В какой пустыне США находится Дыра Дьявола?,Мохаве,Сонора,Овайхи,Чиуауа
8,"Какой военный и политический деятель спроектировал форт, на месте которого сейчас находится американская академия Вест-Пойнт?",Тадеуш Костюшко,Бенджамин Франклин,Бенджамин Дизраэли,Генри Нокс
9,"Какой норвежский конунг, погибший в битве при Стикластадире, почитался как святой и католиками, и православными?",Олаф II Толстый,Харальд III Суровый,Сигурд I Крестоносец,Олаф I Трюгггвасон
