,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что означает футбольный термин ""аут""?",Мяч вне поля,Конец тайма,Замена игрока,Штрафной удар
1,Каким из этих эпитетов наиболее часто наделяют иву?,Плакучая,Пушистая,Кудрявая,Развесистая
2,"Не считая какую собаку, путешествовали в лодке три героя Джерома К. Джерома?",Фокстерьер,Пудель,Дворняжка,Спаниель
3,Мнения какой княгини так опасался Фамусов?,Марья Алексеевна,Ксения Петровна,Марфа Николаевна,Софья Алексеевна
4,Как во Владивостоке называют самую высокую точку на территории городского округа?,Синяя сопка,Седанка,Орлиное гнездо,Холодильник
5,В какой стране состоялся чемпионат Европы по футболу в 2004 году?,Португалия,Дания,Испания,Норвегия
6,"Из какого романа Эриха Мария Ремарка фраза: «Смерть одного человека — это смерть, а смерть двух миллионов — только статистика»?",«Чёрный обелиск»,«Время жить и время умирать»,«Три товарища»,«Триумфальная арка»
7,Каким русским императором многие считали загадочного старца Фёдора Кузьмича?,Александр I,Александр II,Николай I,Павел I
8,"В каком году состоялся чемпионат мира по футболу, на котором использовался мяч ""Этруско""?",1990,1986,1994,1998
9,Кем изначально по специальности был Фрэнсис Крик — первооткрыватель (вместе с Дж. Уотсоном) спирали ДНК?,Физик,Химик,Фармацевт,Орнитолог
