,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой из этих видов транспорта обычно использует технологию гидролокатора для навигации?,Подводные лодки,Танки,Метрополитен,Вертолёты
1,Какую песню исполнил Николай Гнатюк?,"""Танец на барабане""","""Канкан на гуслях""","""Танго на литаврах""","""Вальс на рояле"""
2,"Что называют своими жёнами герои песни «Солдатушки, бравы ребятушки»?",пушки,сабли,пули,палатки
3,Где часто появляются огни святого Эльма?,на мачтах судов,на поверхности Луны,на дне Марианской впадины,на сталактитах пещер
4,Чем объясняется очень высокая температура у поверхности Венеры?,Парниковым эффектом,Активностью вулканов,Быстрым вращением,Близостью к Солнцу
5,Какое кодовое название носила Маас-Рейнская стратегическая военная операция войск союзников в годы Второй мировой войны?,«Подлинное»,«Искреннее»,«Действенное»,«Истинное»
6,Какая столица расположена ближе к экватору?,Вашингтон,Варшава,Ташкент,Киев
7,"Какой модуль был пристыкован к орбитальному комплексу ""Мир"" последним?","""Природа""","""Квант""","""Спектр""","""Кристалл"""
8,Какой герцогский титул является первым в иерархии существующих британских герцогств?,Герцог Корнуолльский,Герцог Мальборо,Герцог Монтегю,Герцог Норфолк
9,В какой из представленных этнических групп процент непереносимости лактозы максимален?,Индейцы США,Коренные жители внутренней Монголии,Банту,Саами
