,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какую посуду можно встретить в оркестре?,Тарелки,Кружки,Кастрюли,Сковородки
1,"Какой норвежский путешественник совершил плавания на плоту ""Кон-Тики"", папирусных лодках ""Ра"" и ""Ра-II""?",Тур Хейердал,Эрик Рыжий,Фритьоф Нансен,Торольв Масло
2,Какое соцветие имеет культурная кукуруза?,Метёлка,Корзинка,Колос,Кисть
3,Результат какого из этих вычислений имеет наименьшее значение?,10 : 2,10 - 2,10 * 2,10   2
4,"Кто автор слов: «Изучая движение воды, не забудь из каждого обнаруженного явления сделать вывод для практики, чтобы твоя наука не осталась бесполезной»?",Леонардо да Винчи,Аристотель,Сократ,Архимед
5,Назовите фамилию автора памятника на могиле Н. С. Хрущева,Неизвестный,Кербель,Клыков,Сидур
6,Кто первым получил элемент натрий?,Дэви,Берцелиус,Бойль,Шееле
7,Сколько сборных участвовало в первом Чемпионате мира по футболу в 1930 году?,13,11,9,16
8,"Какой поэт написал: «Блажен, кто посетил сей мир в его минуты роковые...»?",Ф. И. Тютчев,Д. В. Веневитинов,Е. А. Баратынский,А. А. Фет
9,"Как называется песня группы ""Сплин"", посвящённая американской поэтессе Сильвии Плат?","""Страшная тайна""","""Выхода нет""","""Пластмассовая жизнь""","""Мороз по коже"""
