,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется один из романов Т. Драйзера?,«Финансист»,«Капиталист»,«Экономист»,«Монополист»
1,Какой головной убор упомянут в лермонтовском стихотворении «Бородино»?,Кивер,Треуголка,Папаха,Каска
2,Оттенком какого цвета является фисташковый цвет?,Зелёный,Коричневый,Малиновый,Оранжевый
3,Какая валюта считалась расчетной в Евросоюзе до 1998 года?,ЭКЮ,Фунт,Доллар,Евро
4,"Кто написал стихотворение ""Я пришёл к тебе с приветом...""?",Афанасий Фет,Константин Батюшков,Иван Тургенев,Михаил Лермонтов
5, В каком фильме партнером Джулии Робертс был Хью Грант?," ""Ноттинг-Хилл"""," ""Мексиканец"""," ""Сбежавшая невеста"""," "" Эрин Брокович"""
6,Какой город до 1964 года назывался Ставрополь-на-Волге?,Тольятти,Балаково,Камышин,Сызрань
7,Чему равен один британский дюйм?,2.54 см,2.57 см,2.55 см,2.56 см
8,"Между какими государствами имел место дипломатический и военный конфликт в 1958–1976 годах, названный ""тресковыми войнами""?",Исландия и Великобритания,Норвегия и Дания,Норвегия и Исландия,Швеция и Исландия
9,"Что в средневековом валлийском праве называлось словом ""компургация""?",Снятие с себя обвинения путём принятия присяги о невиновности,Допрос обвиняемого и свидетелей с пристрастием,Вынесение обвинительного приговора судом,Получение доказательств незаконными методами
