,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется сказ Павла Бажова «Серебряное…»?,копытце,блюдце,рыльце,корытце
1,Какой математический знак указывает на порядок действий?,Скобки,Модуль,Равно,Интеграл
2,Какое растение иначе называют кинзой?,кориандр,петрушка,базилик,сельдерей
3,Что украшает шею Джоконды на полотне Леонардо?,ничего,серебряный крестик,золотой кулон,жемчужное ожерелье
4,Кто присвоил звание генералиссимуса Александру Меншикову?,Пётр Второй,Екатерина Первая,Пётр Первый,Пётр Третий
5,"В каком году в Москве был открыт памятник А. С. Пушкину, созданный скульптором А. М. Опекушиным?",1880,1900,1899,1877
6,Какую длину имел крупнейшей в мире корабль — супертанкер «Knock Nevis»?,458 м.,286 м.,397 м.,324 м.
7,"Во время какого эона геологической истории Земли произошла кислородная катастрофа, приведшая к вымиранию большей части организмов?",Протерозой,Фанерозой,Архей,Катархей
8,Кто из актёров не пробовался на роль Остапа Бендера в фильме Леонида Гайдая «12 стульев»?,Василий Ливанов,Владимир Высоцкий,Никита Михалков,Николай Губенко
9,Какое из этих древковых оружий не является колющим?,Сагарис,Гаста,Эспонтон,Сариса
