,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какое название персы дали янтарю, обратив внимание на его электростатичность?","""Похититель соломы""","""Оголяющий одуванчики""","""Вор пуха""","""Грабитель волос"""
1,"Издательство ""Всемирная литература"" было основано по инициативе:",М. Горького,В. Маяковского,А. Луначарского,А. Блока
2,Какому кочевому народу А.С.Пушкин посвятил поэму?,Цыганам,Бедуинам,Половцам,Монголам
3,Какое растение по традиции сажают в Англии родители невесты в день её бракосочетания?,Мирт,Цикламен,Омелу,Вербену
4,В каком варианте название административного центра совпадает с названием области? ,Курган,Благовещенск,Екатеринбург,Санкт-Петербург
5,На гербе какого города изображён павлин?,Серпухов,Подольск,Воскресенск,Коломна
6,"«Наша жизнь не от нас зависит; но у нас у всех есть один якорь, с которого, если сам не захочешь, никогда не сорвёшься». О чём эти слова Тургенева?",Чувство долга,Заботы быта,Злоба бесконечная,Тихая любовь
7,Бойцам какого казачьего войска посвящена серия картин Николая Николаевича Каразина?,Сибирского,Амурского,Терского,Астраханского
8,"Какое название получил отель «У Погибшего Альпиниста» после событий, описанных в основной части повести братьев Стругацких?",«У Межзвездного Зомби»,«У Бутылочного Горлышка»,«У Космического Сталкера»,«У Инспектора Глебски»
9,"Какую оперную певицу XIX века за полноту и удивительный голос называли «слон, проглотивший соловья»?",Мариетту Альбони,Анджолину Бозио,Марию Малибран,Луизу Дустман
